"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"3566","3183","ACRU","103","November",2014,"stem","3cm",8.7,"sugar",28.1,"autumn","2-3","diff"
"3567","3184","ACRU","105","November",2014,"stem","3cm",14.5,"sugar",34.4,"autumn","2-3","diff"
"3568","3185","ACRU","112","November",2014,"stem","3cm",15.5,"sugar",43.3,"autumn","2-3","diff"
"3569","3186","ACRU","120","November",2014,"stem","3cm",17.2,"sugar",45.7,"autumn","2-3","diff"
"3570","3187","ACRU","124","November",2014,"stem","3cm",14.5,"sugar",36.6,"autumn","2-3","diff"
"3571","3188","BEPA","106","November",2014,"stem","3cm",7.9,"sugar",29.2,"autumn","2-3","diff"
"3572","3189","BEPA","110","November",2014,"stem","3cm",5.5,"sugar",61.4,"autumn","2-3","diff"
"3573","3190","BEPA","113","November",2014,"stem","3cm",9.6,"sugar",37.7,"autumn","2-3","diff"
"3589","3206","ACRU","102","November",2014,"stem","4cm",18.7,"sugar",54,"autumn","3-4","diff"
"3590","3207","ACRU","103","November",2014,"stem","4cm",10.5,"sugar",24.1,"autumn","3-4","diff"
"3591","3208","ACRU","105","November",2014,"stem","4cm",12.9,"sugar",30.2,"autumn","3-4","diff"
"3592","3209","ACRU","112","November",2014,"stem","4cm",10.3,"sugar",38.8,"autumn","3-4","diff"
"3593","3210","ACRU","120","November",2014,"stem","4cm",11.9,"sugar",41.1,"autumn","3-4","diff"
"3594","3211","ACRU","124","November",2014,"stem","4cm",16.9,"sugar",32.3,"autumn","3-4","diff"
"3595","3212","BEPA","106","November",2014,"stem","4cm",7.4,"sugar",25.1,"autumn","3-4","diff"
"3596","3213","BEPA","110","November",2014,"stem","4cm",4.7,"sugar",56.4,"autumn","3-4","diff"
"3597","3214","BEPA","113","November",2014,"stem","4cm",4,"sugar",33.4,"autumn","3-4","diff"
"3613","3230","ACRU","102","January",2014,"stem","3cm",29.9,"sugar",58.9,"winter","2-3","diff"
"3614","3231","ACRU","103","January",2014,"stem","3cm",27.1,"sugar",28.1,"winter","2-3","diff"
"3615","3232","ACRU","105","January",2014,"stem","3cm",25.4,"sugar",34.4,"winter","2-3","diff"
"3616","3233","ACRU","112","January",2014,"stem","3cm",24.1,"sugar",43.3,"winter","2-3","diff"
"3617","3234","ACRU","120","January",2014,"stem","3cm",17.1,"sugar",45.7,"winter","2-3","diff"
"3618","3235","ACRU","124","January",2014,"stem","3cm",23.5,"sugar",36.6,"winter","2-3","diff"
"3619","3236","BEPA","106","January",2014,"stem","3cm",19.9,"sugar",29.2,"winter","2-3","diff"
"3620","3237","BEPA","110","January",2014,"stem","3cm",22.7,"sugar",61.4,"winter","2-3","diff"
"3621","3238","BEPA","113","January",2014,"stem","3cm",22.2,"sugar",37.7,"winter","2-3","diff"
"3637","3254","ACRU","102","January",2014,"stem","4cm",27.5,"sugar",54,"winter","3-4","diff"
"3638","3255","ACRU","103","January",2014,"stem","4cm",21.5,"sugar",24.1,"winter","3-4","diff"
"3639","3256","ACRU","105","January",2014,"stem","4cm",19.8,"sugar",30.2,"winter","3-4","diff"
"3640","3257","ACRU","112","January",2014,"stem","4cm",20.8,"sugar",38.8,"winter","3-4","diff"
"3641","3258","ACRU","120","January",2014,"stem","4cm",16.6,"sugar",41.1,"winter","3-4","diff"
"3642","3259","ACRU","124","January",2014,"stem","4cm",19.5,"sugar",32.3,"winter","3-4","diff"
"3643","3260","BEPA","106","January",2014,"stem","4cm",12.5,"sugar",25.1,"winter","3-4","diff"
"3644","3261","BEPA","110","January",2014,"stem","4cm",17.8,"sugar",56.4,"winter","3-4","diff"
"3645","3262","BEPA","113","January",2014,"stem","4cm",18,"sugar",33.4,"winter","3-4","diff"
"3661","3278","ACRU","102","April",2014,"stem","3cm",14.1,"sugar",58.9,"spring","2-3","diff"
"3662","3279","ACRU","103","April",2014,"stem","3cm",12.2,"sugar",28.1,"spring","2-3","diff"
"3663","3280","ACRU","105","April",2014,"stem","3cm",10,"sugar",34.4,"spring","2-3","diff"
"3664","3281","ACRU","112","April",2014,"stem","3cm",14.3,"sugar",43.3,"spring","2-3","diff"
"3665","3282","ACRU","120","April",2014,"stem","3cm",13.7,"sugar",45.7,"spring","2-3","diff"
"3666","3283","ACRU","124","April",2014,"stem","3cm",13,"sugar",36.6,"spring","2-3","diff"
"3667","3284","BEPA","106","April",2014,"stem","3cm",7.4,"sugar",29.2,"spring","2-3","diff"
"3668","3285","BEPA","110","April",2014,"stem","3cm",8.9,"sugar",61.4,"spring","2-3","diff"
"3669","3286","BEPA","113","April",2014,"stem","3cm",10.8,"sugar",37.7,"spring","2-3","diff"
"3685","3302","ACRU","102","April",2014,"stem","4cm",11.2,"sugar",54,"spring","3-4","diff"
"3686","3303","ACRU","103","April",2014,"stem","4cm",12.6,"sugar",24.1,"spring","3-4","diff"
"3687","3304","ACRU","105","April",2014,"stem","4cm",11.7,"sugar",30.2,"spring","3-4","diff"
"3688","3305","ACRU","112","April",2014,"stem","4cm",11.9,"sugar",38.8,"spring","3-4","diff"
"3689","3306","ACRU","120","April",2014,"stem","4cm",18.4,"sugar",41.1,"spring","3-4","diff"
"3690","3307","ACRU","124","April",2014,"stem","4cm",11.8,"sugar",32.3,"spring","3-4","diff"
"3691","3308","BEPA","106","April",2014,"stem","4cm",9.4,"sugar",25.1,"spring","3-4","diff"
"3692","3309","BEPA","110","April",2014,"stem","4cm",9.7,"sugar",56.4,"spring","3-4","diff"
"3693","3310","BEPA","113","April",2014,"stem","4cm",9.2,"sugar",33.4,"spring","3-4","diff"
"3709","3326","ACRU","102","August",2014,"stem","3cm",8.6,"sugar",58.9,"summer","2-3","diff"
"3710","3327","ACRU","103","August",2014,"stem","3cm",6.9,"sugar",28.1,"summer","2-3","diff"
"3711","3328","ACRU","105","August",2014,"stem","3cm",11,"sugar",34.4,"summer","2-3","diff"
"3712","3329","ACRU","112","August",2014,"stem","3cm",12.7,"sugar",43.3,"summer","2-3","diff"
"3713","3330","ACRU","120","August",2014,"stem","3cm",8.4,"sugar",45.7,"summer","2-3","diff"
"3714","3331","ACRU","124","August",2014,"stem","3cm",10.9,"sugar",36.6,"summer","2-3","diff"
"3715","3332","BEPA","106","August",2014,"stem","3cm",4,"sugar",29.2,"summer","2-3","diff"
"3716","3333","BEPA","110","August",2014,"stem","3cm",5.1,"sugar",61.4,"summer","2-3","diff"
"3717","3334","BEPA","113","August",2014,"stem","3cm",6.1,"sugar",37.7,"summer","2-3","diff"
"3733","3350","ACRU","102","August",2014,"stem","4cm",12.7,"sugar",54,"summer","3-4","diff"
"3734","3351","ACRU","103","August",2014,"stem","4cm",4.6,"sugar",24.1,"summer","3-4","diff"
"3735","3352","ACRU","105","August",2014,"stem","4cm",6.3,"sugar",30.2,"summer","3-4","diff"
"3736","3353","ACRU","112","August",2014,"stem","4cm",7.2,"sugar",38.8,"summer","3-4","diff"
"3737","3354","ACRU","120","August",2014,"stem","4cm",7.3,"sugar",41.1,"summer","3-4","diff"
"3738","3355","ACRU","124","August",2014,"stem","4cm",7.7,"sugar",32.3,"summer","3-4","diff"
"3739","3356","BEPA","106","August",2014,"stem","4cm",7,"sugar",25.1,"summer","3-4","diff"
"3740","3357","BEPA","110","August",2014,"stem","4cm",8.8,"sugar",56.4,"summer","3-4","diff"
"3741","3358","BEPA","113","August",2014,"stem","4cm",5.9,"sugar",33.4,"summer","3-4","diff"
"3757","3374","ACRU","102","October",2014,"stem","3cm",11.9,"sugar",58.9,"autumn","2-3","diff"
"3758","3375","ACRU","103","October",2014,"stem","3cm",8.7,"sugar",28.1,"autumn","2-3","diff"
"3759","3376","ACRU","105","October",2014,"stem","3cm",7.3,"sugar",34.4,"autumn","2-3","diff"
"3760","3377","ACRU","112","October",2014,"stem","3cm",9.4,"sugar",43.3,"autumn","2-3","diff"
"3761","3378","ACRU","120","October",2014,"stem","3cm",7.4,"sugar",45.7,"autumn","2-3","diff"
"3762","3379","ACRU","124","October",2014,"stem","3cm",11.8,"sugar",36.6,"autumn","2-3","diff"
"3763","3380","BEPA","106","October",2014,"stem","3cm",4.3,"sugar",29.2,"autumn","2-3","diff"
"3764","3381","BEPA","110","October",2014,"stem","3cm",6.7,"sugar",61.4,"autumn","2-3","diff"
"3765","3382","BEPA","113","October",2014,"stem","3cm",3.6,"sugar",37.7,"autumn","2-3","diff"
"3781","3398","ACRU","102","October",2014,"stem","4cm",10.6,"sugar",54,"autumn","3-4","diff"
"3782","3399","ACRU","103","October",2014,"stem","4cm",6.9,"sugar",24.1,"autumn","3-4","diff"
"3783","3400","ACRU","105","October",2014,"stem","4cm",7.8,"sugar",30.2,"autumn","3-4","diff"
"3784","3401","ACRU","112","October",2014,"stem","4cm",2.9,"sugar",38.8,"autumn","3-4","diff"
"3785","3402","ACRU","120","October",2014,"stem","4cm",3.9,"sugar",41.1,"autumn","3-4","diff"
"3786","3403","ACRU","124","October",2014,"stem","4cm",8.4,"sugar",32.3,"autumn","3-4","diff"
"3787","3404","BEPA","106","October",2014,"stem","4cm",2.6,"sugar",25.1,"autumn","3-4","diff"
"3788","3405","BEPA","110","October",2014,"stem","4cm",4.4,"sugar",56.4,"autumn","3-4","diff"
"3789","3406","BEPA","113","October",2014,"stem","4cm",2,"sugar",33.4,"autumn","3-4","diff"
"3829","4279","ACRU","102","June",2014,"stem","4-8cm",15.4,"sugar",169.1,"summer","4-8","diff"
"3830","4280","ACRU","103","June",2014,"stem","4-8cm",8.5,"sugar",60.2,"summer","4-8","diff"
"3831","4281","ACRU","105","June",2014,"stem","4-8cm",4.8,"sugar",81.7,"summer","4-8","diff"
"3832","4282","ACRU","112","June",2014,"stem","4-8cm",5.9,"sugar",112.9,"summer","4-8","diff"
"3833","4283","ACRU","120","June",2014,"stem","4-8cm",5.5,"sugar",121.2,"summer","4-8","diff"
"3834","4284","ACRU","124","June",2014,"stem","4-8cm",11.6,"sugar",89.2,"summer","4-8","diff"
"3835","4285","ACRU","102","October",2014,"stem","4-8cm",19.8,"sugar",169.1,"autumn","4-8","diff"
"3836","4286","ACRU","103","October",2014,"stem","4-8cm",6.8,"sugar",60.2,"autumn","4-8","diff"
"3837","4287","ACRU","105","October",2014,"stem","4-8cm",9.8,"sugar",81.7,"autumn","4-8","diff"
"3838","4288","ACRU","112","October",2014,"stem","4-8cm",3.5,"sugar",112.9,"autumn","4-8","diff"
"3839","4289","ACRU","120","October",2014,"stem","4-8cm",9.2,"sugar",121.2,"autumn","4-8","diff"
"3840","4290","ACRU","124","October",2014,"stem","4-8cm",10,"sugar",89.2,"autumn","4-8","diff"
"3847","4297","BEPA","106","June",2014,"stem","4-8cm",12.7,"sugar",63.7,"summer","4-8","diff"
"3848","4298","BEPA","110","June",2014,"stem","4-8cm",5.4,"sugar",178.3,"summer","4-8","diff"
"3849","4299","BEPA","113","June",2014,"stem","4-8cm",6.1,"sugar",93.1,"summer","4-8","diff"
"3850","4300","BEPA","106","October",2014,"stem","4-8cm",5.4,"sugar",63.7,"autumn","4-8","diff"
"3851","4301","BEPA","110","October",2014,"stem","4-8cm",5.5,"sugar",178.3,"autumn","4-8","diff"
"3852","4302","BEPA","113","October",2014,"stem","4-8cm",7.4,"sugar",93.1,"autumn","4-8","diff"
"3877","4327","ACRU","102","January",2014,"stem","4-8cm",20.2,"sugar",169.1,"winter","4-8","diff"
"3878","4328","ACRU","103","January",2014,"stem","4-8cm",15.2,"sugar",60.2,"winter","4-8","diff"
"3879","4329","ACRU","105","January",2014,"stem","4-8cm",16.9,"sugar",81.7,"winter","4-8","diff"
"3880","4330","ACRU","112","January",2014,"stem","4-8cm",13.3,"sugar",112.9,"winter","4-8","diff"
"3881","4331","ACRU","120","January",2014,"stem","4-8cm",14.3,"sugar",121.2,"winter","4-8","diff"
"3882","4332","ACRU","124","January",2014,"stem","4-8cm",18.2,"sugar",89.2,"winter","4-8","diff"
"3883","4333","BEPA","106","January",2014,"stem","4-8cm",18.9,"sugar",63.7,"winter","4-8","diff"
"3884","4334","BEPA","110","January",2014,"stem","4-8cm",16.1,"sugar",178.3,"winter","4-8","diff"
"3885","4335","BEPA","113","January",2014,"stem","4-8cm",14.3,"sugar",93.1,"winter","4-8","diff"
"3901","4351","ACRU","102","February",2014,"stem","4-8cm",18.9,"sugar",169.1,"winter","4-8","diff"
"3902","4352","ACRU","103","February",2014,"stem","4-8cm",9.8,"sugar",60.2,"winter","4-8","diff"
"3903","4353","ACRU","105","February",2014,"stem","4-8cm",16.5,"sugar",81.7,"winter","4-8","diff"
"3904","4354","ACRU","112","February",2014,"stem","4-8cm",8.2,"sugar",112.9,"winter","4-8","diff"
"3905","4355","ACRU","120","February",2014,"stem","4-8cm",15.9,"sugar",121.2,"winter","4-8","diff"
"3906","4356","ACRU","124","February",2014,"stem","4-8cm",20.8,"sugar",89.2,"winter","4-8","diff"
"3907","4357","BEPA","106","February",2014,"stem","4-8cm",16.4,"sugar",63.7,"winter","4-8","diff"
"3908","4358","BEPA","110","February",2014,"stem","4-8cm",18.6,"sugar",178.3,"winter","4-8","diff"
"3909","4359","BEPA","113","February",2014,"stem","4-8cm",21.3,"sugar",93.1,"winter","4-8","diff"
"3925","4375","ACRU","102","March",2014,"stem","4-8cm",25.3,"sugar",169.1,"spring","4-8","diff"
"3926","4376","ACRU","103","March",2014,"stem","4-8cm",17.4,"sugar",60.2,"spring","4-8","diff"
"3927","4377","ACRU","105","March",2014,"stem","4-8cm",17.6,"sugar",81.7,"spring","4-8","diff"
"3928","4378","ACRU","112","March",2014,"stem","4-8cm",16.9,"sugar",112.9,"spring","4-8","diff"
"3929","4379","ACRU","120","March",2014,"stem","4-8cm",11.2,"sugar",121.2,"spring","4-8","diff"
"3930","4380","ACRU","124","March",2014,"stem","4-8cm",22.5,"sugar",89.2,"spring","4-8","diff"
"3931","4381","BEPA","106","March",2014,"stem","4-8cm",14.3,"sugar",63.7,"spring","4-8","diff"
"3932","4382","BEPA","110","March",2014,"stem","4-8cm",16.7,"sugar",178.3,"spring","4-8","diff"
"3933","4383","BEPA","113","March",2014,"stem","4-8cm",20.1,"sugar",93.1,"spring","4-8","diff"
"3949","4399","ACRU","102","April",2014,"stem","4-8cm",17.2,"sugar",169.1,"spring","4-8","diff"
"3950","4400","ACRU","103","April",2014,"stem","4-8cm",9.4,"sugar",60.2,"spring","4-8","diff"
"3951","4401","ACRU","105","April",2014,"stem","4-8cm",14.8,"sugar",81.7,"spring","4-8","diff"
"3952","4402","ACRU","112","April",2014,"stem","4-8cm",9.8,"sugar",112.9,"spring","4-8","diff"
"3953","4403","ACRU","120","April",2014,"stem","4-8cm",13.1,"sugar",121.2,"spring","4-8","diff"
"3954","4404","ACRU","124","April",2014,"stem","4-8cm",25.2,"sugar",89.2,"spring","4-8","diff"
"3955","4405","BEPA","106","April",2014,"stem","4-8cm",10.4,"sugar",63.7,"spring","4-8","diff"
"3956","4406","BEPA","110","April",2014,"stem","4-8cm",11.3,"sugar",178.3,"spring","4-8","diff"
"3957","4407","BEPA","113","April",2014,"stem","4-8cm",9.5,"sugar",93.1,"spring","4-8","diff"
"3973","4423","ACRU","102","May",2014,"stem","4-8cm",21,"sugar",169.1,"spring","4-8","diff"
"3974","4424","ACRU","103","May",2014,"stem","4-8cm",10,"sugar",60.2,"spring","4-8","diff"
"3975","4425","ACRU","105","May",2014,"stem","4-8cm",10.4,"sugar",81.7,"spring","4-8","diff"
"3976","4426","ACRU","112","May",2014,"stem","4-8cm",8.5,"sugar",112.9,"spring","4-8","diff"
"3977","4427","ACRU","120","May",2014,"stem","4-8cm",9.5,"sugar",121.2,"spring","4-8","diff"
"3978","4428","ACRU","124","May",2014,"stem","4-8cm",12.8,"sugar",89.2,"spring","4-8","diff"
"3979","4429","BEPA","106","May",2014,"stem","4-8cm",5.7,"sugar",63.7,"spring","4-8","diff"
"3980","4430","BEPA","110","May",2014,"stem","4-8cm",10.5,"sugar",178.3,"spring","4-8","diff"
"3981","4431","BEPA","113","May",2014,"stem","4-8cm",10.9,"sugar",93.1,"spring","4-8","diff"
"3997","4447","ACRU","102","July",2014,"stem","4-8cm",13.4,"sugar",169.1,"summer","4-8","diff"
"3998","4448","ACRU","103","July",2014,"stem","4-8cm",7.6,"sugar",60.2,"summer","4-8","diff"
"3999","4449","ACRU","105","July",2014,"stem","4-8cm",9.8,"sugar",81.7,"summer","4-8","diff"
"4000","4450","ACRU","112","July",2014,"stem","4-8cm",4.7,"sugar",112.9,"summer","4-8","diff"
"4001","4451","ACRU","120","July",2014,"stem","4-8cm",7.6,"sugar",121.2,"summer","4-8","diff"
"4002","4452","ACRU","124","July",2014,"stem","4-8cm",10,"sugar",89.2,"summer","4-8","diff"
"4003","4453","BEPA","106","July",2014,"stem","4-8cm",6.5,"sugar",63.7,"summer","4-8","diff"
"4004","4454","BEPA","110","July",2014,"stem","4-8cm",6,"sugar",178.3,"summer","4-8","diff"
"4005","4455","BEPA","113","July",2014,"stem","4-8cm",5.1,"sugar",93.1,"summer","4-8","diff"
"4021","4471","ACRU","102","August",2014,"stem","4-8cm",12.5,"sugar",169.1,"summer","4-8","diff"
"4022","4472","ACRU","103","August",2014,"stem","4-8cm",7.7,"sugar",60.2,"summer","4-8","diff"
"4023","4473","ACRU","105","August",2014,"stem","4-8cm",6.5,"sugar",81.7,"summer","4-8","diff"
"4024","4474","ACRU","112","August",2014,"stem","4-8cm",4,"sugar",112.9,"summer","4-8","diff"
"4025","4475","ACRU","120","August",2014,"stem","4-8cm",6.9,"sugar",121.2,"summer","4-8","diff"
"4026","4476","ACRU","124","August",2014,"stem","4-8cm",8.5,"sugar",89.2,"summer","4-8","diff"
"4027","4477","BEPA","106","August",2014,"stem","4-8cm",6.1,"sugar",63.7,"summer","4-8","diff"
"4028","4478","BEPA","110","August",2014,"stem","4-8cm",5.6,"sugar",178.3,"summer","4-8","diff"
"4029","4479","BEPA","113","August",2014,"stem","4-8cm",7.2,"sugar",93.1,"summer","4-8","diff"
"4045","4495","ACRU","102","September",2014,"stem","4-8cm",12.2,"sugar",169.1,"autumn","4-8","diff"
"4046","4496","ACRU","103","September",2014,"stem","4-8cm",8.7,"sugar",60.2,"autumn","4-8","diff"
"4047","4497","ACRU","105","September",2014,"stem","4-8cm",7.9,"sugar",81.7,"autumn","4-8","diff"
"4048","4498","ACRU","112","September",2014,"stem","4-8cm",3.6,"sugar",112.9,"autumn","4-8","diff"
"4049","4499","ACRU","120","September",2014,"stem","4-8cm",7,"sugar",121.2,"autumn","4-8","diff"
"4050","4500","ACRU","124","September",2014,"stem","4-8cm",11.1,"sugar",89.2,"autumn","4-8","diff"
"4051","4501","BEPA","106","September",2014,"stem","4-8cm",4.7,"sugar",63.7,"autumn","4-8","diff"
"4052","4502","BEPA","110","September",2014,"stem","4-8cm",4.2,"sugar",178.3,"autumn","4-8","diff"
"4053","4503","BEPA","113","September",2014,"stem","4-8cm",5.2,"sugar",93.1,"autumn","4-8","diff"
"4069","4519","ACRU","102","November",2014,"stem","4-8cm",19.6,"sugar",169.1,"autumn","4-8","diff"
"4070","4520","ACRU","103","November",2014,"stem","4-8cm",6.5,"sugar",60.2,"autumn","4-8","diff"
"4071","4521","ACRU","105","November",2014,"stem","4-8cm",10.4,"sugar",81.7,"autumn","4-8","diff"
"4072","4522","ACRU","112","November",2014,"stem","4-8cm",2.9,"sugar",112.9,"autumn","4-8","diff"
"4073","4523","ACRU","120","November",2014,"stem","4-8cm",9.1,"sugar",121.2,"autumn","4-8","diff"
"4074","4524","ACRU","124","November",2014,"stem","4-8cm",13,"sugar",89.2,"autumn","4-8","diff"
"4075","4525","BEPA","106","November",2014,"stem","4-8cm",4.4,"sugar",63.7,"autumn","4-8","diff"
"4076","4526","BEPA","110","November",2014,"stem","4-8cm",3.7,"sugar",178.3,"autumn","4-8","diff"
"4077","4527","BEPA","113","November",2014,"stem","4-8cm",4.5,"sugar",93.1,"autumn","4-8","diff"
"4093","4543","ACRU","102","January",2014,"stem","8cm-pith",10.1,"sugar",151,"winter","8-pith","diff"
"4094","4544","ACRU","103","January",2014,"stem","8cm-pith",7.9,"sugar",14.7,"winter","8-pith","diff"
"4095","4545","ACRU","105","January",2014,"stem","8cm-pith",8.5,"sugar",30.9,"winter","8-pith","diff"
"4096","4546","ACRU","112","January",2014,"stem","8cm-pith",6.5,"sugar",64.3,"winter","8-pith","diff"
"4097","4547","ACRU","120","January",2014,"stem","8cm-pith",6,"sugar",74.9,"winter","8-pith","diff"
"4098","4548","ACRU","124","January",2014,"stem","8cm-pith",9.7,"sugar",37.9,"winter","8-pith","diff"
"4099","4549","BEPA","106","January",2014,"stem","8cm-pith",10.7,"sugar",16.9,"winter","8-pith","diff"
"4100","4550","BEPA","110","January",2014,"stem","8cm-pith",8.9,"sugar",168.2,"winter","8-pith","diff"
"4101","4551","BEPA","113","January",2014,"stem","8cm-pith",4.7,"sugar",41.8,"winter","8-pith","diff"
"4117","4567","ACRU","102","July",2014,"stem","8cm-pith",11,"sugar",151,"summer","8-pith","diff"
"4118","4568","ACRU","103","July",2014,"stem","8cm-pith",13.7,"sugar",14.7,"summer","8-pith","diff"
"4119","4569","ACRU","105","July",2014,"stem","8cm-pith",13.8,"sugar",30.9,"summer","8-pith","diff"
"4120","4570","ACRU","112","July",2014,"stem","8cm-pith",6.6,"sugar",64.3,"summer","8-pith","diff"
"4121","4571","ACRU","120","July",2014,"stem","8cm-pith",9.9,"sugar",74.9,"summer","8-pith","diff"
"4122","4572","ACRU","124","July",2014,"stem","8cm-pith",14,"sugar",37.9,"summer","8-pith","diff"
"4123","4573","BEPA","106","July",2014,"stem","8cm-pith",9.5,"sugar",16.9,"summer","8-pith","diff"
"4124","4574","BEPA","110","July",2014,"stem","8cm-pith",8.9,"sugar",168.2,"summer","8-pith","diff"
"4125","4575","BEPA","113","July",2014,"stem","8cm-pith",3.9,"sugar",41.8,"summer","8-pith","diff"
"4441","1125","ACRU","102","January",2014,"stem","1cm",35.4,"starch",69.1,"winter","0-1","diff"
"4442","1126","ACRU","102","January",2014,"stem","2cm",29.3,"starch",64,"winter","1-2","diff"
"4443","1127","ACRU","103","January",2014,"stem","1cm",16.4,"starch",36.6,"winter","0-1","diff"
"4444","1128","ACRU","103","January",2014,"stem","2cm",14.3,"starch",32.3,"winter","1-2","diff"
"4445","1129","ACRU","105","January",2014,"stem","1cm",5.9,"starch",43.3,"winter","0-1","diff"
"4446","1130","ACRU","105","January",2014,"stem","2cm",21.4,"starch",38.8,"winter","1-2","diff"
"4447","1131","ACRU","112","January",2014,"stem","1cm",18.1,"starch",52.8,"winter","0-1","diff"
"4448","1132","ACRU","112","January",2014,"stem","2cm",18.7,"starch",48,"winter","1-2","diff"
"4449","1133","ACRU","120","January",2014,"stem","1cm",18.1,"starch",55.2,"winter","0-1","diff"
"4450","1134","ACRU","120","January",2014,"stem","2cm",31.9,"starch",50.4,"winter","1-2","diff"
"4451","1135","ACRU","124","January",2014,"stem","1cm",13.1,"starch",45.7,"winter","0-1","diff"
"4452","1136","ACRU","124","January",2014,"stem","2cm",11.8,"starch",41.1,"winter","1-2","diff"
"4453","1137","BEPA","106","January",2014,"stem","1cm",9.9,"starch",37.7,"winter","0-1","diff"
"4454","1138","BEPA","106","January",2014,"stem","2cm",7.3,"starch",33.4,"winter","1-2","diff"
"4455","1139","BEPA","110","January",2014,"stem","1cm",10.6,"starch",71.7,"winter","0-1","diff"
"4456","1140","BEPA","110","January",2014,"stem","2cm",12.9,"starch",66.5,"winter","1-2","diff"
"4457","1141","BEPA","113","January",2014,"stem","1cm",9.5,"starch",46.8,"winter","0-1","diff"
"4458","1142","BEPA","113","January",2014,"stem","2cm",18.2,"starch",42.2,"winter","1-2","diff"
"4489","1173","ACRU","102","July",2014,"stem","1cm",16.3,"starch",69.1,"summer","0-1","diff"
"4490","1174","ACRU","102","July",2014,"stem","2cm",27.4,"starch",64,"summer","1-2","diff"
"4491","1175","ACRU","103","July",2014,"stem","1cm",0,"starch",36.6,"summer","0-1","diff"
"4492","1176","ACRU","103","July",2014,"stem","2cm",0,"starch",32.3,"summer","1-2","diff"
"4493","1177","ACRU","105","July",2014,"stem","1cm",2.3,"starch",43.3,"summer","0-1","diff"
"4494","1178","ACRU","105","July",2014,"stem","2cm",4.3,"starch",38.8,"summer","1-2","diff"
"4495","1179","ACRU","112","July",2014,"stem","1cm",3.5,"starch",52.8,"summer","0-1","diff"
"4496","1180","ACRU","112","July",2014,"stem","2cm",0,"starch",48,"summer","1-2","diff"
"4497","1181","ACRU","120","July",2014,"stem","1cm",8.7,"starch",55.2,"summer","0-1","diff"
"4498","1182","ACRU","120","July",2014,"stem","2cm",29.3,"starch",50.4,"summer","1-2","diff"
"4499","1183","ACRU","124","July",2014,"stem","1cm",2.9,"starch",45.7,"summer","0-1","diff"
"4500","1184","ACRU","124","July",2014,"stem","2cm",2.2,"starch",41.1,"summer","1-2","diff"
"4501","1185","BEPA","106","July",2014,"stem","1cm",0,"starch",37.7,"summer","0-1","diff"
"4502","1186","BEPA","106","July",2014,"stem","2cm",0,"starch",33.4,"summer","1-2","diff"
"4503","1187","BEPA","110","July",2014,"stem","1cm",0,"starch",71.7,"summer","0-1","diff"
"4504","1188","BEPA","110","July",2014,"stem","2cm",0,"starch",66.5,"summer","1-2","diff"
"4505","1189","BEPA","113","July",2014,"stem","1cm",0,"starch",46.8,"summer","0-1","diff"
"4506","1190","BEPA","113","July",2014,"stem","2cm",0,"starch",42.2,"summer","1-2","diff"
"4621","1358","ACRU","102","June",2014,"stem","3cm",34.6,"starch",58.9,"summer","2-3","diff"
"4622","1359","ACRU","103","June",2014,"stem","3cm",12.1,"starch",28.1,"summer","2-3","diff"
"4623","1360","ACRU","105","June",2014,"stem","3cm",14.6,"starch",34.4,"summer","2-3","diff"
"4624","1361","ACRU","112","June",2014,"stem","3cm",6.5,"starch",43.3,"summer","2-3","diff"
"4625","1362","ACRU","120","June",2014,"stem","3cm",17.4,"starch",45.7,"summer","2-3","diff"
"4626","1363","ACRU","124","June",2014,"stem","3cm",11.4,"starch",36.6,"summer","2-3","diff"
"4627","1364","BEPA","106","June",2014,"stem","3cm",5.5,"starch",29.2,"summer","2-3","diff"
"4628","1365","BEPA","110","June",2014,"stem","3cm",9,"starch",61.4,"summer","2-3","diff"
"4629","1366","BEPA","113","June",2014,"stem","3cm",4.2,"starch",37.7,"summer","2-3","diff"
"4669","1406","ACRU","102","June",2014,"stem","4cm",35.1,"starch",54,"summer","3-4","diff"
"4670","1407","ACRU","103","June",2014,"stem","4cm",22.6,"starch",24.1,"summer","3-4","diff"
"4671","1408","ACRU","105","June",2014,"stem","4cm",25.9,"starch",30.2,"summer","3-4","diff"
"4672","1409","ACRU","112","June",2014,"stem","4cm",13.9,"starch",38.8,"summer","3-4","diff"
"4673","1410","ACRU","120","June",2014,"stem","4cm",17.7,"starch",41.1,"summer","3-4","diff"
"4674","1411","ACRU","124","June",2014,"stem","4cm",20,"starch",32.3,"summer","3-4","diff"
"4675","1412","BEPA","106","June",2014,"stem","4cm",23,"starch",25.1,"summer","3-4","diff"
"4676","1413","BEPA","110","June",2014,"stem","4cm",23.1,"starch",56.4,"summer","3-4","diff"
"4677","1414","BEPA","113","June",2014,"stem","4cm",11.5,"starch",33.4,"summer","3-4","diff"
"4777","1602","ACRU","102","June",2014,"stem","1cm",16.9,"starch",69.1,"summer","0-1","diff"
"4778","1603","ACRU","102","June",2014,"stem","2cm",28.5,"starch",64,"summer","1-2","diff"
"4779","1604","ACRU","103","June",2014,"stem","1cm",12.8,"starch",36.6,"summer","0-1","diff"
"4780","1605","ACRU","103","June",2014,"stem","2cm",12.7,"starch",32.3,"summer","1-2","diff"
