"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"3588","3205","QURU","118","November",2014,"stem","4cm",15.4,"sugar",49.3,"autumn","3-4","ring"
"3598","3215","FRAM","101","November",2014,"stem","4cm",10.2,"sugar",33.9,"autumn","3-4","ring"
"3599","3216","FRAM","108","November",2014,"stem","4cm",30.3,"sugar",48.4,"autumn","3-4","ring"
"3600","3217","FRAM","123","November",2014,"stem","4cm",21.8,"sugar",23.9,"autumn","3-4","ring"
"3607","3224","QURU","104","January",2014,"stem","3cm",16.5,"sugar",81,"winter","2-3","ring"
"3608","3225","QURU","107","January",2014,"stem","3cm",11.6,"sugar",81,"winter","2-3","ring"
"3609","3226","QURU","109","January",2014,"stem","3cm",15.1,"sugar",90.9,"winter","2-3","ring"
"3610","3227","QURU","115","January",2014,"stem","3cm",14.6,"sugar",42.5,"winter","2-3","ring"
"3611","3228","QURU","117","January",2014,"stem","3cm",17.2,"sugar",39.8,"winter","2-3","ring"
"3612","3229","QURU","118","January",2014,"stem","3cm",12.8,"sugar",55,"winter","2-3","ring"
"3622","3239","FRAM","101","January",2014,"stem","3cm",28.1,"sugar",38.1,"winter","2-3","ring"
"3623","3240","FRAM","108","January",2014,"stem","3cm",37.3,"sugar",53.2,"winter","2-3","ring"
"3624","3241","FRAM","123","January",2014,"stem","3cm",27.9,"sugar",27.7,"winter","2-3","ring"
"3631","3248","QURU","104","January",2014,"stem","4cm",13.6,"sugar",74.6,"winter","3-4","ring"
"3632","3249","QURU","107","January",2014,"stem","4cm",16.6,"sugar",74.6,"winter","3-4","ring"
"3633","3250","QURU","109","January",2014,"stem","4cm",14.8,"sugar",84.3,"winter","3-4","ring"
"3634","3251","QURU","115","January",2014,"stem","4cm",16.1,"sugar",37.2,"winter","3-4","ring"
"3635","3252","QURU","117","January",2014,"stem","4cm",14.5,"sugar",34.7,"winter","3-4","ring"
"3636","3253","QURU","118","January",2014,"stem","4cm",15.8,"sugar",49.3,"winter","3-4","ring"
"3646","3263","FRAM","101","January",2014,"stem","4cm",15.1,"sugar",33.9,"winter","3-4","ring"
"3647","3264","FRAM","108","January",2014,"stem","4cm",30.7,"sugar",48.4,"winter","3-4","ring"
"3648","3265","FRAM","123","January",2014,"stem","4cm",28.4,"sugar",23.9,"winter","3-4","ring"
"3655","3272","QURU","104","April",2014,"stem","3cm",15.5,"sugar",81,"spring","2-3","ring"
"3656","3273","QURU","107","April",2014,"stem","3cm",15.9,"sugar",81,"spring","2-3","ring"
"3657","3274","QURU","109","April",2014,"stem","3cm",13.5,"sugar",90.9,"spring","2-3","ring"
"3658","3275","QURU","115","April",2014,"stem","3cm",13.5,"sugar",42.5,"spring","2-3","ring"
"3659","3276","QURU","117","April",2014,"stem","3cm",13.9,"sugar",39.8,"spring","2-3","ring"
"3660","3277","QURU","118","April",2014,"stem","3cm",22,"sugar",55,"spring","2-3","ring"
"3670","3287","FRAM","101","April",2014,"stem","3cm",18.6,"sugar",38.1,"spring","2-3","ring"
"3671","3288","FRAM","108","April",2014,"stem","3cm",25.2,"sugar",53.2,"spring","2-3","ring"
"3672","3289","FRAM","123","April",2014,"stem","3cm",17.9,"sugar",27.7,"spring","2-3","ring"
"3679","3296","QURU","104","April",2014,"stem","4cm",10.7,"sugar",74.6,"spring","3-4","ring"
"3680","3297","QURU","107","April",2014,"stem","4cm",11.6,"sugar",74.6,"spring","3-4","ring"
"3681","3298","QURU","109","April",2014,"stem","4cm",10.8,"sugar",84.3,"spring","3-4","ring"
"3682","3299","QURU","115","April",2014,"stem","4cm",9.1,"sugar",37.2,"spring","3-4","ring"
"3683","3300","QURU","117","April",2014,"stem","4cm",11.2,"sugar",34.7,"spring","3-4","ring"
"3684","3301","QURU","118","April",2014,"stem","4cm",15,"sugar",49.3,"spring","3-4","ring"
"3694","3311","FRAM","101","April",2014,"stem","4cm",13.2,"sugar",33.9,"spring","3-4","ring"
"3695","3312","FRAM","108","April",2014,"stem","4cm",28.9,"sugar",48.4,"spring","3-4","ring"
"3696","3313","FRAM","123","April",2014,"stem","4cm",14.6,"sugar",23.9,"spring","3-4","ring"
"3703","3320","QURU","104","August",2014,"stem","3cm",13.3,"sugar",81,"summer","2-3","ring"
"3704","3321","QURU","107","August",2014,"stem","3cm",14.2,"sugar",81,"summer","2-3","ring"
"3705","3322","QURU","109","August",2014,"stem","3cm",20.9,"sugar",90.9,"summer","2-3","ring"
"3706","3323","QURU","115","August",2014,"stem","3cm",16.7,"sugar",42.5,"summer","2-3","ring"
"3707","3324","QURU","117","August",2014,"stem","3cm",16.2,"sugar",39.8,"summer","2-3","ring"
"3708","3325","QURU","118","August",2014,"stem","3cm",10.7,"sugar",55,"summer","2-3","ring"
"3718","3335","FRAM","101","August",2014,"stem","3cm",26.1,"sugar",38.1,"summer","2-3","ring"
"3719","3336","FRAM","108","August",2014,"stem","3cm",17.8,"sugar",53.2,"summer","2-3","ring"
"3720","3337","FRAM","123","August",2014,"stem","3cm",12.4,"sugar",27.7,"summer","2-3","ring"
"3727","3344","QURU","104","August",2014,"stem","4cm",15,"sugar",74.6,"summer","3-4","ring"
"3728","3345","QURU","107","August",2014,"stem","4cm",11.5,"sugar",74.6,"summer","3-4","ring"
"3729","3346","QURU","109","August",2014,"stem","4cm",13.7,"sugar",84.3,"summer","3-4","ring"
"3730","3347","QURU","115","August",2014,"stem","4cm",14.3,"sugar",37.2,"summer","3-4","ring"
"3731","3348","QURU","117","August",2014,"stem","4cm",14.4,"sugar",34.7,"summer","3-4","ring"
"3732","3349","QURU","118","August",2014,"stem","4cm",17.7,"sugar",49.3,"summer","3-4","ring"
"3742","3359","FRAM","101","August",2014,"stem","4cm",12.9,"sugar",33.9,"summer","3-4","ring"
"3743","3360","FRAM","108","August",2014,"stem","4cm",19.3,"sugar",48.4,"summer","3-4","ring"
"3744","3361","FRAM","123","August",2014,"stem","4cm",11.1,"sugar",23.9,"summer","3-4","ring"
"3751","3368","QURU","104","October",2014,"stem","3cm",16.9,"sugar",81,"autumn","2-3","ring"
"3752","3369","QURU","107","October",2014,"stem","3cm",15,"sugar",81,"autumn","2-3","ring"
"3753","3370","QURU","109","October",2014,"stem","3cm",16.4,"sugar",90.9,"autumn","2-3","ring"
"3754","3371","QURU","115","October",2014,"stem","3cm",14.2,"sugar",42.5,"autumn","2-3","ring"
"3755","3372","QURU","117","October",2014,"stem","3cm",13.4,"sugar",39.8,"autumn","2-3","ring"
"3756","3373","QURU","118","October",2014,"stem","3cm",11.3,"sugar",55,"autumn","2-3","ring"
"3766","3383","FRAM","101","October",2014,"stem","3cm",18.1,"sugar",38.1,"autumn","2-3","ring"
"3767","3384","FRAM","108","October",2014,"stem","3cm",20.2,"sugar",53.2,"autumn","2-3","ring"
"3768","3385","FRAM","123","October",2014,"stem","3cm",17.5,"sugar",27.7,"autumn","2-3","ring"
"3775","3392","QURU","104","October",2014,"stem","4cm",13,"sugar",74.6,"autumn","3-4","ring"
"3776","3393","QURU","107","October",2014,"stem","4cm",16.5,"sugar",74.6,"autumn","3-4","ring"
"3777","3394","QURU","109","October",2014,"stem","4cm",12.3,"sugar",84.3,"autumn","3-4","ring"
"3778","3395","QURU","115","October",2014,"stem","4cm",15,"sugar",37.2,"autumn","3-4","ring"
"3779","3396","QURU","117","October",2014,"stem","4cm",11.4,"sugar",34.7,"autumn","3-4","ring"
"3780","3397","QURU","118","October",2014,"stem","4cm",11.1,"sugar",49.3,"autumn","3-4","ring"
"3790","3407","FRAM","101","October",2014,"stem","4cm",10.2,"sugar",33.9,"autumn","3-4","ring"
"3791","3408","FRAM","108","October",2014,"stem","4cm",20.1,"sugar",48.4,"autumn","3-4","ring"
"3792","3409","FRAM","123","October",2014,"stem","4cm",13.6,"sugar",23.9,"autumn","3-4","ring"
"3811","4261","QURU","104","June",2014,"stem","4-8cm",16.8,"sugar",267.1,"summer","4-8","ring"
"3812","4262","QURU","107","June",2014,"stem","4-8cm",14.5,"sugar",267.1,"summer","4-8","ring"
"3813","4263","QURU","109","June",2014,"stem","4-8cm",13.6,"sugar",314.7,"summer","4-8","ring"
"3814","4264","QURU","115","June",2014,"stem","4-8cm",14.2,"sugar",104.5,"summer","4-8","ring"
"3815","4265","QURU","117","June",2014,"stem","4-8cm",8.4,"sugar",94.8,"summer","4-8","ring"
"3816","4266","QURU","118","June",2014,"stem","4-8cm",10.6,"sugar",153,"summer","4-8","ring"
"3817","4267","QURU","104","October",2014,"stem","4-8cm",14.4,"sugar",267.1,"autumn","4-8","ring"
"3818","4268","QURU","107","October",2014,"stem","4-8cm",12.7,"sugar",267.1,"autumn","4-8","ring"
"3819","4269","QURU","109","October",2014,"stem","4-8cm",17.2,"sugar",314.7,"autumn","4-8","ring"
"3820","4270","QURU","115","October",2014,"stem","4-8cm",14.1,"sugar",104.5,"autumn","4-8","ring"
"3821","4271","QURU","117","October",2014,"stem","4-8cm",20.9,"sugar",94.8,"autumn","4-8","ring"
"3822","4272","QURU","118","October",2014,"stem","4-8cm",15,"sugar",153,"autumn","4-8","ring"
"3856","4306","FRAM","101","June",2014,"stem","4-8cm",12,"sugar",82.8,"summer","4-8","ring"
"3857","4307","FRAM","108","June",2014,"stem","4-8cm",11.2,"sugar",122,"summer","4-8","ring"
"3858","4308","FRAM","123","June",2014,"stem","4-8cm",15,"sugar",55.3,"summer","4-8","ring"
"3859","4309","FRAM","101","October",2014,"stem","4-8cm",8.4,"sugar",82.8,"autumn","4-8","ring"
"3860","4310","FRAM","108","October",2014,"stem","4-8cm",10.9,"sugar",122,"autumn","4-8","ring"
"3861","4311","FRAM","123","October",2014,"stem","4-8cm",17.1,"sugar",55.3,"autumn","4-8","ring"
"3871","4321","QURU","104","January",2014,"stem","4-8cm",15.9,"sugar",267.1,"winter","4-8","ring"
"3872","4322","QURU","107","January",2014,"stem","4-8cm",18.2,"sugar",267.1,"winter","4-8","ring"
"3873","4323","QURU","109","January",2014,"stem","4-8cm",14.4,"sugar",314.7,"winter","4-8","ring"
"3874","4324","QURU","115","January",2014,"stem","4-8cm",14.5,"sugar",104.5,"winter","4-8","ring"
"3875","4325","QURU","117","January",2014,"stem","4-8cm",15,"sugar",94.8,"winter","4-8","ring"
"3876","4326","QURU","118","January",2014,"stem","4-8cm",16.1,"sugar",153,"winter","4-8","ring"
"3886","4336","FRAM","101","January",2014,"stem","4-8cm",9.8,"sugar",82.8,"winter","4-8","ring"
"3887","4337","FRAM","108","January",2014,"stem","4-8cm",18.4,"sugar",122,"winter","4-8","ring"
"3888","4338","FRAM","123","January",2014,"stem","4-8cm",19.1,"sugar",55.3,"winter","4-8","ring"
"3895","4345","QURU","104","February",2014,"stem","4-8cm",13.5,"sugar",267.1,"winter","4-8","ring"
"3896","4346","QURU","107","February",2014,"stem","4-8cm",13.7,"sugar",267.1,"winter","4-8","ring"
"3897","4347","QURU","109","February",2014,"stem","4-8cm",19.1,"sugar",314.7,"winter","4-8","ring"
"3898","4348","QURU","115","February",2014,"stem","4-8cm",15.4,"sugar",104.5,"winter","4-8","ring"
"3899","4349","QURU","117","February",2014,"stem","4-8cm",14.1,"sugar",94.8,"winter","4-8","ring"
"3900","4350","QURU","118","February",2014,"stem","4-8cm",18.8,"sugar",153,"winter","4-8","ring"
"3910","4360","FRAM","101","February",2014,"stem","4-8cm",12.4,"sugar",82.8,"winter","4-8","ring"
"3911","4361","FRAM","108","February",2014,"stem","4-8cm",30.2,"sugar",122,"winter","4-8","ring"
"3912","4362","FRAM","123","February",2014,"stem","4-8cm",18.4,"sugar",55.3,"winter","4-8","ring"
"3919","4369","QURU","104","March",2014,"stem","4-8cm",15.5,"sugar",267.1,"spring","4-8","ring"
"3920","4370","QURU","107","March",2014,"stem","4-8cm",16.4,"sugar",267.1,"spring","4-8","ring"
"3921","4371","QURU","109","March",2014,"stem","4-8cm",22.6,"sugar",314.7,"spring","4-8","ring"
"3922","4372","QURU","115","March",2014,"stem","4-8cm",14.7,"sugar",104.5,"spring","4-8","ring"
"3923","4373","QURU","117","March",2014,"stem","4-8cm",16.7,"sugar",94.8,"spring","4-8","ring"
"3924","4374","QURU","118","March",2014,"stem","4-8cm",16.8,"sugar",153,"spring","4-8","ring"
"3934","4384","FRAM","101","March",2014,"stem","4-8cm",13.6,"sugar",82.8,"spring","4-8","ring"
"3935","4385","FRAM","108","March",2014,"stem","4-8cm",27.6,"sugar",122,"spring","4-8","ring"
"3936","4386","FRAM","123","March",2014,"stem","4-8cm",18,"sugar",55.3,"spring","4-8","ring"
"3943","4393","QURU","104","April",2014,"stem","4-8cm",17.8,"sugar",267.1,"spring","4-8","ring"
"3944","4394","QURU","107","April",2014,"stem","4-8cm",15.4,"sugar",267.1,"spring","4-8","ring"
"3945","4395","QURU","109","April",2014,"stem","4-8cm",17.4,"sugar",314.7,"spring","4-8","ring"
"3946","4396","QURU","115","April",2014,"stem","4-8cm",13.8,"sugar",104.5,"spring","4-8","ring"
"3947","4397","QURU","117","April",2014,"stem","4-8cm",14.1,"sugar",94.8,"spring","4-8","ring"
"3948","4398","QURU","118","April",2014,"stem","4-8cm",14.4,"sugar",153,"spring","4-8","ring"
"3958","4408","FRAM","101","April",2014,"stem","4-8cm",5,"sugar",82.8,"spring","4-8","ring"
"3959","4409","FRAM","108","April",2014,"stem","4-8cm",23.9,"sugar",122,"spring","4-8","ring"
"3960","4410","FRAM","123","April",2014,"stem","4-8cm",17.9,"sugar",55.3,"spring","4-8","ring"
"3967","4417","QURU","104","May",2014,"stem","4-8cm",15.3,"sugar",267.1,"spring","4-8","ring"
"3968","4418","QURU","107","May",2014,"stem","4-8cm",15.6,"sugar",267.1,"spring","4-8","ring"
"3969","4419","QURU","109","May",2014,"stem","4-8cm",17.2,"sugar",314.7,"spring","4-8","ring"
"3970","4420","QURU","115","May",2014,"stem","4-8cm",13,"sugar",104.5,"spring","4-8","ring"
"3971","4421","QURU","117","May",2014,"stem","4-8cm",14.8,"sugar",94.8,"spring","4-8","ring"
"3972","4422","QURU","118","May",2014,"stem","4-8cm",12.9,"sugar",153,"spring","4-8","ring"
"3982","4432","FRAM","101","May",2014,"stem","4-8cm",9.9,"sugar",82.8,"spring","4-8","ring"
"3983","4433","FRAM","108","May",2014,"stem","4-8cm",23.2,"sugar",122,"spring","4-8","ring"
"3984","4434","FRAM","123","May",2014,"stem","4-8cm",17.4,"sugar",55.3,"spring","4-8","ring"
"3991","4441","QURU","104","July",2014,"stem","4-8cm",13.4,"sugar",267.1,"summer","4-8","ring"
"3992","4442","QURU","107","July",2014,"stem","4-8cm",13.9,"sugar",267.1,"summer","4-8","ring"
"3993","4443","QURU","109","July",2014,"stem","4-8cm",15.4,"sugar",314.7,"summer","4-8","ring"
"3994","4444","QURU","115","July",2014,"stem","4-8cm",9.8,"sugar",104.5,"summer","4-8","ring"
"3995","4445","QURU","117","July",2014,"stem","4-8cm",13.3,"sugar",94.8,"summer","4-8","ring"
"3996","4446","QURU","118","July",2014,"stem","4-8cm",13.7,"sugar",153,"summer","4-8","ring"
"4006","4456","FRAM","101","July",2014,"stem","4-8cm",8.8,"sugar",82.8,"summer","4-8","ring"
"4007","4457","FRAM","108","July",2014,"stem","4-8cm",19,"sugar",122,"summer","4-8","ring"
"4008","4458","FRAM","123","July",2014,"stem","4-8cm",15.2,"sugar",55.3,"summer","4-8","ring"
"4015","4465","QURU","104","August",2014,"stem","4-8cm",13.4,"sugar",267.1,"summer","4-8","ring"
"4016","4466","QURU","107","August",2014,"stem","4-8cm",12.3,"sugar",267.1,"summer","4-8","ring"
"4017","4467","QURU","109","August",2014,"stem","4-8cm",14.4,"sugar",314.7,"summer","4-8","ring"
"4018","4468","QURU","115","August",2014,"stem","4-8cm",11.6,"sugar",104.5,"summer","4-8","ring"
"4019","4469","QURU","117","August",2014,"stem","4-8cm",12.8,"sugar",94.8,"summer","4-8","ring"
"4020","4470","QURU","118","August",2014,"stem","4-8cm",15.1,"sugar",153,"summer","4-8","ring"
"4030","4480","FRAM","101","August",2014,"stem","4-8cm",7.1,"sugar",82.8,"summer","4-8","ring"
"4031","4481","FRAM","108","August",2014,"stem","4-8cm",22.5,"sugar",122,"summer","4-8","ring"
"4032","4482","FRAM","123","August",2014,"stem","4-8cm",18.6,"sugar",55.3,"summer","4-8","ring"
"4039","4489","QURU","104","September",2014,"stem","4-8cm",13,"sugar",267.1,"autumn","4-8","ring"
"4040","4490","QURU","107","September",2014,"stem","4-8cm",11.7,"sugar",267.1,"autumn","4-8","ring"
"4041","4491","QURU","109","September",2014,"stem","4-8cm",15.5,"sugar",314.7,"autumn","4-8","ring"
"4042","4492","QURU","115","September",2014,"stem","4-8cm",11.9,"sugar",104.5,"autumn","4-8","ring"
"4043","4493","QURU","117","September",2014,"stem","4-8cm",14.2,"sugar",94.8,"autumn","4-8","ring"
"4044","4494","QURU","118","September",2014,"stem","4-8cm",14.2,"sugar",153,"autumn","4-8","ring"
"4054","4504","FRAM","101","September",2014,"stem","4-8cm",9.2,"sugar",82.8,"autumn","4-8","ring"
"4055","4505","FRAM","108","September",2014,"stem","4-8cm",18.5,"sugar",122,"autumn","4-8","ring"
"4056","4506","FRAM","123","September",2014,"stem","4-8cm",17.1,"sugar",55.3,"autumn","4-8","ring"
"4063","4513","QURU","104","November",2014,"stem","4-8cm",14,"sugar",267.1,"autumn","4-8","ring"
"4064","4514","QURU","107","November",2014,"stem","4-8cm",11,"sugar",267.1,"autumn","4-8","ring"
"4065","4515","QURU","109","November",2014,"stem","4-8cm",15.1,"sugar",314.7,"autumn","4-8","ring"
"4066","4516","QURU","115","November",2014,"stem","4-8cm",11.1,"sugar",104.5,"autumn","4-8","ring"
"4067","4517","QURU","117","November",2014,"stem","4-8cm",13.3,"sugar",94.8,"autumn","4-8","ring"
"4068","4518","QURU","118","November",2014,"stem","4-8cm",12.2,"sugar",153,"autumn","4-8","ring"
"4078","4528","FRAM","101","November",2014,"stem","4-8cm",6.9,"sugar",82.8,"autumn","4-8","ring"
"4079","4529","FRAM","108","November",2014,"stem","4-8cm",19.3,"sugar",122,"autumn","4-8","ring"
"4080","4530","FRAM","123","November",2014,"stem","4-8cm",12.4,"sugar",55.3,"autumn","4-8","ring"
"4087","4537","QURU","104","January",2014,"stem","8cm-pith",12,"sugar",216,"winter","8-pith","ring"
"4088","4538","QURU","107","January",2014,"stem","8cm-pith",14.6,"sugar",216,"winter","8-pith","ring"
"4089","4539","QURU","109","January",2014,"stem","8cm-pith",13.5,"sugar",282.8,"winter","8-pith","ring"
"4090","4540","QURU","115","January",2014,"stem","8cm-pith",15.8,"sugar",37.9,"winter","8-pith","ring"
"4091","4541","QURU","117","January",2014,"stem","8cm-pith",13.8,"sugar",30.9,"winter","8-pith","ring"
"4092","4542","QURU","118","January",2014,"stem","8cm-pith",13.6,"sugar",80.5,"winter","8-pith","ring"
"4102","4552","FRAM","101","January",2014,"stem","8cm-pith",11.5,"sugar",64.3,"winter","8-pith","ring"
"4103","4553","FRAM","108","January",2014,"stem","8cm-pith",11.7,"sugar",151,"winter","8-pith","ring"
"4104","4554","FRAM","123","January",2014,"stem","8cm-pith",10.1,"sugar",24.7,"winter","8-pith","ring"
"4111","4561","QURU","104","July",2014,"stem","8cm-pith",13.2,"sugar",216,"summer","8-pith","ring"
"4112","4562","QURU","107","July",2014,"stem","8cm-pith",14.3,"sugar",216,"summer","8-pith","ring"
"4113","4563","QURU","109","July",2014,"stem","8cm-pith",16.9,"sugar",282.8,"summer","8-pith","ring"
"4114","4564","QURU","115","July",2014,"stem","8cm-pith",17.9,"sugar",37.9,"summer","8-pith","ring"
"4115","4565","QURU","117","July",2014,"stem","8cm-pith",14.8,"sugar",30.9,"summer","8-pith","ring"
"4116","4566","QURU","118","July",2014,"stem","8cm-pith",16.9,"sugar",80.5,"summer","8-pith","ring"
"4126","4576","FRAM","101","July",2014,"stem","8cm-pith",11,"sugar",64.3,"summer","8-pith","ring"
"4127","4577","FRAM","108","July",2014,"stem","8cm-pith",9.7,"sugar",151,"summer","8-pith","ring"
"4128","4578","FRAM","123","July",2014,"stem","8cm-pith",10.1,"sugar",24.7,"summer","8-pith","ring"
"4429","1113","QURU","104","January",2014,"stem","1cm",22.4,"starch",94.3,"winter","0-1","ring"
"4430","1114","QURU","104","January",2014,"stem","2cm",2.8,"starch",87.6,"winter","1-2","ring"
"4431","1115","QURU","107","January",2014,"stem","1cm",2.4,"starch",94.3,"winter","0-1","ring"
"4432","1116","QURU","107","January",2014,"stem","2cm",0,"starch",87.6,"winter","1-2","ring"
"4433","1117","QURU","109","January",2014,"stem","1cm",4.9,"starch",104.7,"winter","0-1","ring"
"4434","1118","QURU","109","January",2014,"stem","2cm",0,"starch",97.7,"winter","1-2","ring"
"4435","1119","QURU","115","January",2014,"stem","1cm",12.1,"starch",53.5,"winter","0-1","ring"
"4436","1120","QURU","115","January",2014,"stem","2cm",0,"starch",47.9,"winter","1-2","ring"
"4437","1121","QURU","117","January",2014,"stem","1cm",4.5,"starch",50.7,"winter","0-1","ring"
"4438","1122","QURU","117","January",2014,"stem","2cm",0,"starch",45.2,"winter","1-2","ring"
"4439","1123","QURU","118","January",2014,"stem","1cm",10.7,"starch",66.8,"winter","0-1","ring"
"4440","1124","QURU","118","January",2014,"stem","2cm",0,"starch",60.8,"winter","1-2","ring"
"4459","1143","FRAM","101","January",2014,"stem","1cm",52.1,"starch",47.2,"winter","0-1","ring"
"4460","1144","FRAM","101","January",2014,"stem","2cm",12.3,"starch",42.6,"winter","1-2","ring"
"4461","1145","FRAM","108","January",2014,"stem","1cm",12.5,"starch",63.2,"winter","0-1","ring"
"4462","1146","FRAM","108","January",2014,"stem","2cm",11.3,"starch",58.1,"winter","1-2","ring"
"4463","1147","FRAM","123","January",2014,"stem","1cm",10.1,"starch",36,"winter","0-1","ring"
"4464","1148","FRAM","123","January",2014,"stem","2cm",9.9,"starch",31.8,"winter","1-2","ring"
"4477","1161","QURU","104","July",2014,"stem","1cm",30.3,"starch",94.3,"summer","0-1","ring"
"4478","1162","QURU","104","July",2014,"stem","2cm",15.2,"starch",87.6,"summer","1-2","ring"
"4479","1163","QURU","107","July",2014,"stem","1cm",13.3,"starch",94.3,"summer","0-1","ring"
"4480","1164","QURU","107","July",2014,"stem","2cm",1,"starch",87.6,"summer","1-2","ring"
"4481","1165","QURU","109","July",2014,"stem","1cm",29.8,"starch",104.7,"summer","0-1","ring"
"4482","1166","QURU","109","July",2014,"stem","2cm",7.4,"starch",97.7,"summer","1-2","ring"
"4483","1167","QURU","115","July",2014,"stem","1cm",7.8,"starch",53.5,"summer","0-1","ring"
"4484","1168","QURU","115","July",2014,"stem","2cm",3.1,"starch",47.9,"summer","1-2","ring"
"4485","1169","QURU","117","July",2014,"stem","1cm",37.1,"starch",50.7,"summer","0-1","ring"
"4486","1170","QURU","117","July",2014,"stem","2cm",4.5,"starch",45.2,"summer","1-2","ring"
"4487","1171","QURU","118","July",2014,"stem","1cm",46.6,"starch",66.8,"summer","0-1","ring"
"4488","1172","QURU","118","July",2014,"stem","2cm",0.6,"starch",60.8,"summer","1-2","ring"
"4507","1191","FRAM","101","July",2014,"stem","1cm",4.4,"starch",47.2,"summer","0-1","ring"
"4508","1192","FRAM","101","July",2014,"stem","2cm",0,"starch",42.6,"summer","1-2","ring"
"4509","1193","FRAM","108","July",2014,"stem","1cm",0,"starch",63.2,"summer","0-1","ring"
"4510","1194","FRAM","108","July",2014,"stem","2cm",0,"starch",58.1,"summer","1-2","ring"
"4511","1195","FRAM","123","July",2014,"stem","1cm",19.6,"starch",36,"summer","0-1","ring"
"4512","1196","FRAM","123","July",2014,"stem","2cm",0.7,"starch",31.8,"summer","1-2","ring"
"4615","1352","QURU","104","June",2014,"stem","3cm",1.2,"starch",81,"summer","2-3","ring"
"4616","1353","QURU","107","June",2014,"stem","3cm",4.1,"starch",81,"summer","2-3","ring"
"4617","1354","QURU","109","June",2014,"stem","3cm",4.7,"starch",90.9,"summer","2-3","ring"
"4618","1355","QURU","115","June",2014,"stem","3cm",3.6,"starch",42.5,"summer","2-3","ring"
"4619","1356","QURU","117","June",2014,"stem","3cm",4.5,"starch",39.8,"summer","2-3","ring"
"4620","1357","QURU","118","June",2014,"stem","3cm",5.1,"starch",55,"summer","2-3","ring"
"4630","1367","FRAM","101","June",2014,"stem","3cm",33.5,"starch",38.1,"summer","2-3","ring"
"4631","1368","FRAM","108","June",2014,"stem","3cm",5,"starch",53.2,"summer","2-3","ring"
"4632","1369","FRAM","123","June",2014,"stem","3cm",5.1,"starch",27.7,"summer","2-3","ring"
"4663","1400","QURU","104","June",2014,"stem","4cm",25.7,"starch",74.6,"summer","3-4","ring"
"4664","1401","QURU","107","June",2014,"stem","4cm",10.4,"starch",74.6,"summer","3-4","ring"
"4665","1402","QURU","109","June",2014,"stem","4cm",11.9,"starch",84.3,"summer","3-4","ring"
"4666","1403","QURU","115","June",2014,"stem","4cm",19.5,"starch",37.2,"summer","3-4","ring"
"4667","1404","QURU","117","June",2014,"stem","4cm",20.3,"starch",34.7,"summer","3-4","ring"
"4668","1405","QURU","118","June",2014,"stem","4cm",19.7,"starch",49.3,"summer","3-4","ring"
"4678","1415","FRAM","101","June",2014,"stem","4cm",39.7,"starch",33.9,"summer","3-4","ring"
"4679","1416","FRAM","108","June",2014,"stem","4cm",17.2,"starch",48.4,"summer","3-4","ring"
"4680","1417","FRAM","123","June",2014,"stem","4cm",0,"starch",23.9,"summer","3-4","ring"
"4765","1590","QURU","104","June",2014,"stem","1cm",26.7,"starch",94.3,"summer","0-1","ring"
"4766","1591","QURU","104","June",2014,"stem","2cm",8.8,"starch",87.6,"summer","1-2","ring"
"4767","1592","QURU","107","June",2014,"stem","1cm",15.1,"starch",94.3,"summer","0-1","ring"
"4768","1593","QURU","107","June",2014,"stem","2cm",13.7,"starch",87.6,"summer","1-2","ring"
"4769","1594","QURU","109","June",2014,"stem","1cm",13.7,"starch",104.7,"summer","0-1","ring"
"4770","1595","QURU","109","June",2014,"stem","2cm",0.9,"starch",97.7,"summer","1-2","ring"
"4771","1596","QURU","115","June",2014,"stem","1cm",10.8,"starch",53.5,"summer","0-1","ring"
"4772","1597","QURU","115","June",2014,"stem","2cm",7.7,"starch",47.9,"summer","1-2","ring"
"4773","1598","QURU","117","June",2014,"stem","1cm",14.1,"starch",50.7,"summer","0-1","ring"
"4774","1599","QURU","117","June",2014,"stem","2cm",30.3,"starch",45.2,"summer","1-2","ring"
"4775","1600","QURU","118","June",2014,"stem","1cm",23.6,"starch",66.8,"summer","0-1","ring"
"4776","1601","QURU","118","June",2014,"stem","2cm",10.4,"starch",60.8,"summer","1-2","ring"
"4795","1620","FRAM","101","June",2014,"stem","1cm",11.8,"starch",47.2,"summer","0-1","ring"
"4796","1621","FRAM","101","June",2014,"stem","2cm",39.7,"starch",42.6,"summer","1-2","ring"
"4797","1622","FRAM","108","June",2014,"stem","1cm",21.6,"starch",63.2,"summer","0-1","ring"
"4798","1623","FRAM","108","June",2014,"stem","2cm",10.3,"starch",58.1,"summer","1-2","ring"
"4799","1624","FRAM","123","June",2014,"stem","1cm",20.8,"starch",36,"summer","0-1","ring"
"4800","1625","FRAM","123","June",2014,"stem","2cm",3.5,"starch",31.8,"summer","1-2","ring"
"4813","1638","QURU","104","April",2014,"stem","1cm",41,"starch",94.3,"spring","0-1","ring"
"4814","1639","QURU","104","April",2014,"stem","2cm",18.1,"starch",87.6,"spring","1-2","ring"
"4815","1640","QURU","107","April",2014,"stem","1cm",14.5,"starch",94.3,"spring","0-1","ring"
"4816","1641","QURU","107","April",2014,"stem","2cm",27.9,"starch",87.6,"spring","1-2","ring"
"4817","1642","QURU","109","April",2014,"stem","1cm",11,"starch",104.7,"spring","0-1","ring"
